"","ROOF","WALL","FLOOR","WIN","SHGC","LPD","HEATEFF","COP","EPD","HSP","CSP","OCC","TOTAL_E"
"28",2.257572069,0.72875215,1.721266288,3.176836464,0.363952292,10.99212358,3.164872169,2.860810876,8.962618737,22.77840835,23.27277329,0.06203868,1819.815942
"29",2.263735049,0.697907253,1.678407239,3.012686269,0.394583079,10.25501663,3.162516946,2.989285003,9.753802568,22.76711464,23.05159994,0.062631418,1865.6028
"30",2.235104529,0.793215557,1.737591458,3.105355841,0.381754712,10.91731591,3.301268921,2.893833548,10.20157849,22.75879727,24.77018475,0.056649888,1868.393735
"31",2.553456592,0.728613447,1.663956275,2.949222103,0.390985031,10.17294141,3.282385824,2.842998308,10.37220874,22.74887084,24.55081555,0.069719338,1860.615242
"32",2.237002725,0.78168412,1.682312894,3.024877328,0.399908603,10.63628647,3.165405289,2.802073875,9.502671611,22.73131747,23.08750596,0.055205405,1864.423194
"33",2.331035416,0.703967283,1.837332405,3.075501051,0.380418224,10.85133411,3.156978662,2.876981858,9.596920623,22.7291579,23.24618794,0.061188904,1868.281712
"34",2.33018086,0.785433314,1.784854437,3.197491693,0.399861869,10.15009357,3.23227976,2.95440108,8.258397777,22.71966128,23.23391726,0.05791463,1718.618951
"35",2.326710116,0.817365174,1.690317481,3.121696927,0.398186918,10.0527834,3.109685378,2.853262194,7.920004274,23.87458191,24.22784488,0.06298218,1704.666245
"36",2.369214736,0.716913024,1.77079868,3.096189665,0.375666251,10.68426874,3.114292974,2.798144976,10.27949598,22.70678564,24.24706625,0.067360477,1891.038114
"37",2.34769659,0.702435437,1.795502626,3.168464533,0.399086736,10.92193531,3.374820576,2.798224862,9.679401896,22.69361304,22.99957496,0.065897805,1896.161522
"38",2.30318161,0.715300913,1.79001712,3.065895726,0.382846674,10.85327287,3.167101162,2.912760072,9.382840069,22.68084776,24.6050325,0.050589608,1805.480409
"39",2.359186421,0.708212075,1.688583001,3.142012846,0.375156641,10.68729119,3.361352157,3.013899076,10.22806732,22.67428357,24.34592211,0.056899431,1861.989609
"40",2.450936529,0.69931149,1.669627099,3.217780375,0.373156672,10.98969856,3.264639119,2.824409901,9.650490836,22.66291445,22.88066574,0.053690239,1893.604012
"41",2.242247248,0.695020504,1.739253673,3.140703656,0.379453225,10.51762275,3.138037112,2.920638473,10.43836847,22.65613419,23.66096592,0.058484357,1910.614017
"42",2.275527323,0.768286576,1.673884963,3.101572639,0.399474547,10.90907349,3.10809128,2.929926156,9.762218485,22.64272231,23.00867314,0.058664304,1892.371108
"43",2.345976825,0.706033881,1.851055724,3.177440342,0.394902469,10.48641993,3.1543888,2.800607433,8.601449024,22.6397907,22.72953486,0.068654999,1807.939974
"44",2.366368912,0.784155437,1.772421404,3.007790585,0.378170709,10.61677199,3.288247283,2.896509433,9.594017464,22.62584623,23.87026275,0.062394896,1819.167624
"45",2.261253763,0.750611543,1.819669039,3.06960553,0.398578753,9.764312681,3.128200129,2.806576413,8.029714718,22.61800231,23.16312703,0.056154733,1701.294553
"46",2.417462018,0.719351399,1.723622312,3.234331491,0.399425563,10.99345161,3.142322375,2.818018358,8.543468759,23.86108474,24.61019375,0.05968298,1786.09286
"47",2.285632378,0.735995533,1.801520113,3.106261497,0.39752037,10.40446183,3.212262576,2.868410725,10.60355186,22.6043617,22.63801761,0.066913662,1976.571384
"48",2.290033905,0.701836628,1.726201619,3.10465976,0.377778948,10.47896941,3.311197322,2.963414431,8.209638109,22.59830102,23.78668685,0.064207007,1702.499639
"49",2.281779331,0.742424901,1.821508492,3.082966838,0.390251166,10.34275431,3.26399924,2.796736602,8.740420772,22.5897288,24.33793434,0.051323504,1742.961494
"50",2.479285243,0.741291041,1.869075469,3.191490541,0.377900718,10.70717852,3.21803205,2.795768074,8.455437467,22.57024338,22.90750169,0.05972322,1775.820646
"51",2.298521438,0.708569801,1.678012469,3.221879132,0.385943795,10.17717787,3.390796082,2.995195575,9.363031168,22.56311382,23.41308086,0.060546675,1800.161906
"52",2.273059369,0.785272786,1.705397091,3.137519737,0.366188132,10.31412927,3.251257041,2.863301608,10.57927061,22.5555337,22.84591986,0.069551683,1946.341224
"53",2.320193288,0.70510618,1.668361959,3.052952002,0.386448062,10.74623602,3.242956823,2.823253376,10.10663532,22.54302946,23.20386512,0.069427706,1910.134689
"54",2.24009573,0.722197838,1.695287412,3.131264341,0.360513982,10.97419864,3.392542962,2.844045068,10.38542156,22.53161286,22.62097279,0.062188267,1964.775126
"55",2.251553486,0.770406036,1.944205239,3.121965492,0.387009213,10.71022723,3.119391801,2.822433001,8.321534876,22.52518973,23.12451407,0.054724453,1755.620505
"56",2.421637049,0.760574738,1.805172353,3.112900257,0.38629676,10.66087719,3.303440874,2.895671365,8.278061345,22.51421766,22.95989238,0.052378886,1739.901091
"57",2.253309619,0.694201202,1.683172515,3.165741315,0.396739822,10.77163414,3.118082811,2.946647527,9.700645025,23.85768775,24.09631926,0.050065531,1884.134807
"58",2.339409523,0.75105166,1.767070187,2.901496947,0.382625386,10.18152511,3.150724978,2.871323154,9.737829111,22.5062085,22.59971797,0.058393,1877.938597
"59",2.309042408,0.755338948,1.739990813,3.089076694,0.391542617,10.12074562,3.136222672,2.936651806,10.90357787,22.49434465,23.57997246,0.061031436,1930.121785
"60",2.399628871,0.83852277,1.697313894,3.152179781,0.391256557,10.88466861,3.265371272,2.974692364,9.704458707,22.48738035,23.50114665,0.057046718,1843.183665
"61",2.377449627,0.73475996,1.771170962,3.092999004,0.368155494,10.90130502,3.19724899,2.836951005,9.377622828,22.47189597,24.41765826,0.058420987,1806.24583
"62",2.292808254,0.744190581,1.794105285,3.035197664,0.395156512,10.09786759,3.198435448,3.048089324,10.79140478,22.46281167,22.92764827,0.051652446,1935.091299
"63",2.245162912,0.695974185,1.71804577,3.011190555,0.382805976,10.11139077,3.217318012,2.883813946,8.474466872,22.45815632,22.68746194,0.050178171,1759.691725
"64",2.351281813,0.715137275,1.793689398,2.967564227,0.386613177,10.96728238,3.173652554,2.838354646,7.999676545,22.4437865,22.67643581,0.05437883,1750.452761
"65",2.254610956,0.729130273,1.758212087,3.162599541,0.392804896,10.20756344,3.109126692,2.907664731,9.693469795,22.43169665,24.21306633,0.051515738,1817.854209
"66",2.305225054,0.705327326,1.702473475,3.209713399,0.396185062,10.95873465,3.313745943,2.810943808,8.69821638,22.42294008,24.86822413,0.053512522,1754.533211
"67",2.303841266,0.750051812,1.693774483,3.201276566,0.378709921,10.39252344,3.111726581,2.870585598,10.43137633,22.41680203,23.64874883,0.056980722,1901.398455
"68",2.266414449,0.713128917,1.692942149,3.158355066,0.369979293,10.3799205,3.175523492,2.862450889,9.135203744,23.8455,24.98551723,0.055705868,1799.39471
"69",2.252657036,0.819508756,1.789604099,3.002460665,0.379059914,9.981023221,3.160319941,2.789901009,10.312483,22.40714481,24.85239879,0.057022829,1846.747228
"70",2.385272438,0.704587262,1.740852257,2.979372085,0.386856098,10.28299027,3.350250395,2.959668281,9.2579054,22.39166725,22.64151431,0.057114819,1821.944592
"71",2.340655431,0.774577402,1.842334793,2.943604192,0.372588117,10.99927696,3.115559853,2.818715055,8.200363145,22.38354088,22.49166731,0.06848249,1780.656149
"72",2.322690294,0.697440503,1.733601667,2.963181366,0.38371088,10.5136764,3.295374932,2.846967296,10.81971237,22.37520722,23.19688382,0.058938956,1951.285188
"73",2.322308311,0.774227379,1.710087707,2.918092126,0.373324585,10.37677923,3.191685885,2.816236696,8.28998063,22.36350713,22.80155057,0.053656572,1739.238995
"74",2.311972113,0.767111717,1.754846757,3.126592183,0.384085206,10.75696678,3.161143974,2.843606124,8.55294653,22.35684413,24.02223615,0.061857848,1740.243269
"75",2.412558106,0.746060279,1.684036952,3.112371715,0.39159542,10.99814324,3.133628644,2.800043625,8.818412856,22.34087158,24.97390293,0.062865336,1757.951027
"76",2.268759294,0.729986688,1.740459833,3.198104815,0.368555837,10.64329656,3.131218113,2.89856104,10.34799193,22.33689563,22.76064565,0.067899656,1942.614202
"77",2.235362309,0.700251095,1.757297125,2.94628284,0.375093606,10.73074783,3.243553172,2.824225192,10.15132081,22.32511879,22.50592348,0.055308267,1939.447829
"78",2.243168453,0.753411485,1.72942284,3.075697127,0.398274511,10.22561262,3.198275824,2.951349302,8.295580583,22.31171203,23.51606594,0.056077203,1706.580244
"79",2.323970784,0.839536344,1.692244876,2.999345495,0.381629462,10.53181145,3.347490317,2.822895009,10.55729567,23.8371107,24.10030722,0.060909371,1928.101016
"80",2.315692665,0.766323992,1.709759974,3.062754067,0.397820837,10.55720804,3.210093345,2.836162425,8.406465206,22.30839384,24.58048476,0.065508643,1710.370944
"81",2.373061957,0.823607557,1.811598112,2.959593515,0.366987689,10.90509065,3.255778949,3.019461713,8.943167821,22.29725839,24.17083195,0.062327563,1747.966083
"82",2.476644599,0.726054303,1.653949081,3.119414832,0.386751736,10.79879174,3.16002961,2.855816422,10.27282271,22.28243292,23.09808155,0.065624788,1920.817354
"83",2.303508104,0.725011459,1.658724642,2.671494238,0.394419727,10.22970697,3.239412978,2.826578797,10.88557157,22.27862509,23.48152465,0.058182308,1929.655539
"84",2.225978281,0.728082103,1.674100033,3.234971626,0.395272316,10.92029522,3.235949072,2.911592588,8.432671926,22.26644619,24.39976803,0.052153084,1729.837405
"85",2.404418893,0.700522485,1.786913568,3.22724829,0.389256348,9.410522951,3.189364998,2.934820713,10.63142151,22.25848941,22.78716568,0.06601812,1916.671701
"86",2.281370111,0.719211217,1.685343571,3.086761393,0.399349137,10.68199446,3.193232626,2.8676129,8.86595132,22.24298474,24.11057408,0.056599578,1762.318686
"87",2.226772359,0.80074415,1.65845387,3.18099598,0.397483574,10.65735977,3.490674499,2.854800113,8.702133508,22.23789186,23.85384892,0.054620384,1744.128487
"88",2.277701629,0.714301266,1.677092508,3.15017453,0.353007487,10.40257993,3.124733272,2.939003192,8.950054352,22.22833174,22.98849777,0.069744102,1790.656753
"89",2.30853222,0.740499705,1.824378093,3.050000328,0.365473131,10.65816455,3.1587201,2.805848863,8.973355462,22.21929163,22.97717908,0.061901909,1806.476852
"90",2.654210946,0.776614708,1.777787493,3.213678468,0.376060389,10.63917682,3.240272541,2.844756071,10.36023542,23.82089296,24.66318447,0.063571589,1902.317529
"91",2.443804646,0.710041373,1.72299955,3.016518334,0.378081966,10.76314175,3.141780452,2.813097606,9.496499618,22.20173598,22.77501753,0.064849381,1867.547825
"92",2.314500903,0.749720913,1.688343245,3.201548652,0.37275824,10.60072888,3.202809105,2.795048287,9.723215722,22.19547745,23.72812613,0.054899885,1843.541572
"93",2.232115568,0.771351016,1.719880403,3.217522247,0.393874313,10.92946514,3.316222696,2.897852636,7.956564843,22.18477884,24.13601804,0.060398803,1687.984456
"94",2.38018572,0.754971677,1.783864317,3.207256569,0.394473531,10.95306397,3.201483063,2.893434168,10.70253143,22.1750803,22.74749726,0.0556393,1975.868372
"95",2.451870604,0.804859659,1.782376132,3.052441686,0.393635591,10.45702447,3.221934375,3.165673518,9.404508259,22.16374357,22.42113752,0.065787263,1833.442948
"96",2.447800079,0.708984197,1.741495389,3.095406003,0.394381871,10.782859,3.319427795,2.808624345,10.15775711,22.15874123,22.86475123,0.053360608,1916.712581
"97",2.35392121,0.692139526,1.738509193,3.098084771,0.380727975,10.65268876,3.138124996,3.017818431,8.383958739,22.14382344,22.45460763,0.069160883,1771.577566
"98",2.40118404,0.770509087,1.737760536,3.190709669,0.396111321,10.69420107,3.271255945,2.841427528,10.50696894,22.13764416,22.19380186,0.05617522,1985.150845
"99",2.311377318,0.790711614,2.01017654,3.219941537,0.381259115,10.81625549,3.326572939,2.80174685,9.746220337,22.12614848,22.85649352,0.056831604,1881.170707
"100",2.247500394,0.697614798,1.824619951,3.183054118,0.381493343,10.12215273,3.126622893,2.82997525,8.644530076,22.11091479,24.6384131,0.068438254,1723.551198
"101",2.224966153,0.730207649,1.802295125,3.181105862,0.38577227,10.4291289,3.13559173,2.787957693,9.715516318,23.8198162,24.26014304,0.054077226,1874.925691
"102",2.49340581,0.84697355,1.689672125,3.085776576,0.396543484,10.96951181,3.262111379,2.807216948,9.214897817,22.10053714,22.65863685,0.053603896,1841.994393
"103",2.309764715,0.807313695,1.664374675,3.031711463,0.380192168,9.816258521,3.260857522,2.834798445,9.571497177,22.09083465,22.22880551,0.051433793,1856.093125
"104",2.33468758,0.759461194,1.711926621,3.099143109,0.371797972,10.49047795,3.24238473,2.993279865,9.102632777,22.08954462,22.17818548,0.056340304,1833.867487
"105",2.315269993,0.783016768,1.714711241,3.193155479,0.376929636,9.927989487,3.161703138,2.875918181,7.993439596,22.07059396,22.53751366,0.06885525,1711.110269
"106",2.386833395,0.853167946,1.713898929,3.087345614,0.376861115,10.92679907,3.117574848,2.90482081,9.433815361,22.06845292,22.79825966,0.065069562,1850.029507
"107",2.299387579,0.792665751,1.761541939,3.02345754,0.367257887,10.96251939,3.380784098,2.957559263,8.467478172,22.05186026,22.9672429,0.051978941,1743.922437
"108",2.502022349,0.796839738,1.687144567,3.205172576,0.381212524,10.52562317,3.315652893,2.86193004,8.840322749,22.04562402,22.6617948,0.068829316,1791.720138
"109",2.323383092,0.7189928,1.839743756,3.196406181,0.384782078,9.932470901,3.36779153,2.902359582,8.539037645,22.0376363,23.10474636,0.067423616,1727.874121
"110",2.288264713,0.814448815,1.747771946,3.212023529,0.388950411,10.15480139,3.298956529,2.843088884,9.819118583,22.02547394,23.46847252,0.062769078,1836.03551
"111",2.2830335,0.74034324,1.762591371,3.135425404,0.393013139,10.79373189,3.247722095,2.856995504,10.24457383,22.01026052,22.4173429,0.051365988,1945.276134
"112",2.363073893,0.696273535,1.689020708,3.15114054,0.373058423,10.65594725,3.37087762,2.880455121,8.064440639,23.9831896,24.87769868,0.061741643,1719.435581
"113",2.228210047,0.798382093,1.774543743,3.114250329,0.374405645,10.45803395,3.184618161,2.973508278,8.374549776,23.80530232,24.90532494,0.050755668,1729.102439
"114",2.268194873,0.739204613,1.669024122,3.238758502,0.392508427,10.84199387,3.144523173,2.863999819,8.833499952,22.00498238,22.43456652,0.056787031,1829.059039
"115",2.383349905,0.696447329,1.732290856,3.232062193,0.399013164,10.46496324,3.199046817,3.025577998,9.79266407,23.7955598,24.28105528,0.052967601,1862.519836
"116",2.244135578,0.742259186,1.722348995,2.973027589,0.392298527,10.76203032,3.120750223,3.002987831,9.689772322,23.78536186,24.62315172,0.067631494,1848.769082
"117",2.312714549,0.690819173,1.927999195,3.233768909,0.382111749,10.89018739,3.30893151,2.866461425,8.98171962,23.77262476,24.99105353,0.066154134,1797.375098
"118",2.366243035,0.794942915,1.696890682,3.216846558,0.376392777,10.8213274,3.124409016,3.04191208,9.452618348,23.76326369,24.79223654,0.054097631,1826.560891
"119",2.228840998,0.831990134,1.668749631,3.108587209,0.392188434,10.42432346,3.213899577,2.979748736,9.02757691,23.75069208,23.92597638,0.060026093,1799.710785
"120",2.238027091,0.75296988,1.843363735,3.196743901,0.385613748,10.1043386,3.30604111,2.797610612,9.464573665,23.74050649,24.51022975,0.062816863,1824.116674
"121",2.347109177,0.688901241,1.655106143,3.17048353,0.392907333,10.78428073,3.179137922,2.947150073,9.574855438,23.73558807,24.40995215,0.057377203,1854.133626
"122",2.46367702,0.843564262,1.675929538,3.073904634,0.388420059,10.61446443,3.221691857,2.949847799,10.71568975,23.72131652,24.46684848,0.054130827,1921.783493
"123",2.237365511,0.722661905,1.767910322,2.951273848,0.371739864,10.94664264,3.180908211,2.856177344,8.627247353,23.71348647,23.84165423,0.055868566,1795.32466
"124",2.334311421,0.729266085,1.701345303,3.220706633,0.396458288,10.23292963,3.108706035,2.997563147,9.20025157,23.97367866,24.27062648,0.069671542,1817.708439
"125",2.262322258,0.758337512,1.708396582,3.134513535,0.393910054,10.92288234,3.14122292,2.813669312,9.070294962,23.70037708,23.93400718,0.056225715,1838.871714
"126",2.294781469,0.780176505,1.685518652,3.096997365,0.373197498,10.90432279,3.101929174,2.865776721,9.326746454,23.69744319,23.91051619,0.056095691,1852.292493
"127",2.520932695,0.784849785,1.767555291,3.139828227,0.393053153,10.80002591,3.269882725,2.940552331,7.985419077,23.6841855,24.44820415,0.052835187,1707.118195
"128",2.239668366,0.761521855,1.746998669,3.093734427,0.391187911,10.2598502,3.158352362,2.878578076,9.042339742,23.67928385,24.12115259,0.055521813,1799.005871
"129",2.272013876,0.723525589,1.656509332,3.226114354,0.38999313,10.96087689,3.257998249,2.976727424,8.738541255,23.66834517,23.68607695,0.056542509,1808.492937
"130",2.507316251,0.70269486,1.658227232,3.176153706,0.387187351,10.44601655,3.193828897,2.88721585,10.38029459,23.6510016,24.95606052,0.062946903,1891.278509
"131",2.347902316,0.718447457,1.800611474,3.129640009,0.39411829,10.96366107,3.123245897,2.852348232,9.340001605,23.64059549,23.71641016,0.052011609,1868.599394
"132",2.360947891,0.736667006,1.695904927,3.135277634,0.397868916,10.91913257,3.124039177,2.90987058,8.666178734,23.63691732,24.18844293,0.057719025,1786.078339
"133",2.39498104,0.800158267,1.700080135,2.988503054,0.395353717,10.73247903,3.278948258,3.001577013,10.5159673,23.62931632,24.29014347,0.068180197,1908.578573
"134",2.401973621,0.727393423,1.738259809,3.022677254,0.383221483,10.53627748,3.125081831,2.866217822,10.88077922,23.61557506,24.42881519,0.069307339,1947.736495
"135",2.305869943,0.709512782,1.775830333,3.170030393,0.357779083,10.92455731,3.152548478,2.880070598,8.329641486,23.96563152,23.99331158,0.062150129,1781.187577
"136",2.325126111,0.693488651,1.75934582,3.163772513,0.399316775,10.5990013,3.167544157,3.051122117,9.99567823,23.60399868,24.91283597,0.061353106,1860.437003
"137",2.619686495,0.867134089,1.874771908,3.21838025,0.387794417,10.9143645,3.18129274,2.859382271,9.115366309,23.59004023,24.25348955,0.052744409,1808.925704
"138",2.460191409,0.733839956,1.701835368,3.124832821,0.388607971,10.59508931,3.134709914,2.812840746,9.553886652,23.58281497,24.68330925,0.063849819,1838.23278
"139",2.254351201,0.749261146,1.674219765,3.091559569,0.389400515,10.98138445,3.113326995,2.975999928,8.780232321,23.57111258,24.81977219,0.067289165,1776.777621
"140",2.613357765,0.728520415,1.719167426,3.158251796,0.377529808,10.69600884,3.292216768,2.895489088,8.619964081,23.56659024,23.88822812,0.058471896,1769.445577
"141",2.285930914,0.697141427,1.736995344,3.147568956,0.361594996,10.87926345,3.439268587,2.982382704,8.087841192,23.55382692,24.03956523,0.05746704,1720.666735
"142",2.297708198,0.72668066,1.67346363,3.204319435,0.394153845,10.8595597,3.245594725,3.146808153,10.6902991,23.54146236,24.31204589,0.050326333,1927.342843
"143",2.257385171,0.711332805,1.732869627,3.173546619,0.396244793,10.71521176,3.180491221,2.922774033,9.956032238,23.53717065,24.38412382,0.066722494,1879.623807
"144",2.34939333,0.767733252,1.736183782,3.081931523,0.387307931,10.36303455,3.165682678,2.791870073,9.250380025,23.52825978,24.20433343,0.054831729,1814.24931
"145",2.424610755,0.730829746,1.861623276,3.141011484,0.396326173,10.82233012,3.419882139,2.873717698,8.368769044,23.51127815,24.94777501,0.065138532,1728.911651
"146",2.381474794,0.756507045,1.726546598,3.174252534,0.39532431,10.69863584,3.294059423,3.016353982,10.45972472,23.95399599,24.73360806,0.053108379,1908.90957
"147",2.406825874,0.722995637,1.752260767,3.205395268,0.393125642,10.34562978,3.173284612,2.992284963,10.05105199,23.50515444,23.67438911,0.056442599,1890.959901
"148",2.313610764,0.714007641,1.75175365,3.235365118,0.397318751,10.68985244,3.140723251,2.90113032,9.274265376,23.49033452,24.89093476,0.053744416,1815.692919
"149",2.34107557,0.821724797,1.892221773,3.027784114,0.399623265,10.9341637,3.301949434,2.97012167,8.761640571,23.48844672,24.71006544,0.053815169,1759.205616
"150",2.353532288,0.721115342,1.831470299,3.139739392,0.398956714,10.27471747,3.174678106,2.923337187,10.59662732,23.47182117,24.19636154,0.061366833,1918.07816
"151",2.22805624,0.751330645,1.730129665,3.143252883,0.379549911,10.25896806,3.398718397,2.794372505,8.274174506,23.46993019,23.61053995,0.064251838,1742.834493
"152",2.324494938,0.804314122,1.66271987,3.198758225,0.383618405,10.48525693,3.110342072,2.885893125,9.453491277,23.45712247,24.67574973,0.050467605,1819.796364
"153",2.269438034,0.693787488,1.720800552,2.983633663,0.390318985,10.72688548,3.163419494,2.781188472,9.019704901,23.44850561,24.5797149,0.058895973,1801.049934
"154",2.348628971,0.725839807,1.656741936,2.927638659,0.3819358,10.16574418,3.120292108,2.890095876,10.23132526,23.43193204,24.23000606,0.051287443,1876.577255
"155",2.248923349,0.766130651,1.724116869,3.157818089,0.391273238,10.49961489,3.149276609,2.914042822,10.32605268,23.42542969,23.58197811,0.053030138,1925.817999
"156",2.299562591,0.738630005,1.68274191,3.20351273,0.392052696,10.53872547,3.182653417,2.807693278,10.66063001,23.41344046,24.07261065,0.053126649,1943.808152
"157",2.310942874,0.769177287,1.670564794,3.204542848,0.358271543,10.84842133,3.223560365,2.82813733,10.51935119,23.94163801,24.05301868,0.054584735,1954.613584
"158",2.295758458,0.765607726,1.894099717,3.128714704,0.384197098,10.58521328,3.154044343,2.786543508,8.677279467,23.40626707,23.86082797,0.069112985,1784.157267
"159",2.256394592,0.752244553,1.782806437,3.042193279,0.398775278,10.32822354,3.106228475,2.846021714,10.74390946,23.39110484,23.97268975,0.063063628,1943.833802
"160",2.430171704,0.692344782,1.749941989,3.180272317,0.389377078,10.84986058,3.1217558,2.854096479,9.232235478,23.38266482,24.82684073,0.050007354,1817.921038
"161",2.271605308,0.755684469,1.758492736,2.940523031,0.388085022,10.42130747,3.187596162,2.824928855,10.83771962,23.37399413,24.92936275,0.05576704,1920.362601
"162",2.321237516,0.715526657,1.708029209,3.182651821,0.340926229,10.34198009,3.146279206,2.846854333,9.034092597,23.36895114,23.82285149,0.065302311,1801.313389
"163",2.411145969,0.80945838,1.853079977,3.227825293,0.378757202,10.55892279,3.159381453,2.81067041,9.614569728,23.35528842,24.80900189,0.062041074,1832.311408
"164",2.251083646,0.694617399,1.717797128,3.123396691,0.377583615,10.72754968,3.170734783,2.799012159,8.786480224,23.34404901,24.50980718,0.06343792,1781.71757
"165",2.258682337,0.703655331,1.67501874,3.034284648,0.391863512,10.81959926,3.180066493,2.850222633,8.04873306,23.3337983,23.35864564,0.056291698,1753.677459
"166",2.424629764,0.744042206,1.679041341,3.149715701,0.379832448,10.96631213,3.100540057,2.918337884,10.26595311,23.32011283,24.36487867,0.06394441,1902.047912
"167",2.296800802,0.733274973,1.710769207,3.097443566,0.389690122,10.90621428,3.431888395,3.062542391,10.87515372,23.31122912,24.140243,0.065364079,1938.803338
"168",2.498100964,0.710433436,1.693943592,3.072258607,0.377109861,10.52724634,3.531348271,2.82573357,10.68040795,23.93654389,24.96516313,0.066210512,1914.583537
"169",2.369619538,0.747669928,1.715757094,3.057183616,0.394824191,10.08134653,3.201793254,3.03013795,10.078966,23.30309198,23.8191122,0.06722226,1861.988883
"170",2.2769511,0.812235086,1.681727061,3.194014508,0.385403953,9.831466915,3.259280255,2.874353894,9.049397019,23.29588429,23.77558836,0.058774742,1777.051426
"171",2.254168622,0.781228889,1.743390142,3.1594516,0.363261435,10.54461715,3.19586612,2.809846118,9.287773106,23.28486927,24.6926336,0.058877385,1804.391698
